Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
May,2017,Department of the Treasury,Departmental Offices,Office of Inspector General,20-0106,FY2017-FY2018,2018,20-0106 17/18 - Office of Inspector General,$2.6M,$2.8M,93.8%
May,2017,Department of the Treasury,Departmental Offices,GSE Mortgage-Backed Securities Purchase Program Account,20-0126,FY2017,2017,20-0126 /17 - GSE Mortgage-Backed Securities Purchase Program Account,$2.5M,$2.8M,88.2%
May,2017,Department of the Treasury,Fiscal Service,Federal Interest Liabilities to States,20-1877,No Year,No Year,20-1877 /X - Federal Interest Liabilities to States,$2.3M,$2.8M,84.1%
May,2017,Department of the Treasury,Departmental Offices,Terrorism Insurance Program,20-0123,No Year,No Year,20-0123 /X - Terrorism Insurance Program,$1.3M,$2.7M,48.0%
May,2017,Department of the Treasury,Departmental Offices,Department-wide Systems and Capital Investments Programs,20-0115,FY2015-FY2017,2017,20-0115 15/17 - Department-wide Systems and Capital Investments Programs,$2.2M,$2.2M,100.0%
May,2017,Department of the Treasury,Fiscal Service,Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restorat,20-8209,No Year,No Year,20-8209 /X - Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restorat,$0.9M,$2.1M,42.8%
May,2017,Department of the Treasury,Departmental Offices,Gifts and Bequests,20-8790,No Year,No Year,20-8790 /X - Gifts and Bequests,$1.5M,$1.6M,97.3%
May,2017,Department of the Treasury,Departmental Offices,Counterterrorism Fund,20-0117,No Year,No Year,20-0117 /X - Counterterrorism Fund,$1.3M,$1.3M,100.0%
May,2017,Department of the Treasury,Fiscal Service,"Salaries and Expenses, Fiscal Service",20-0520,No Year,No Year,"20-0520 /X - Salaries and Expenses, Fiscal Service",$0.1M,$1.3M,7.6%
May,2017,Department of the Treasury,Departmental Offices,Salaries and Expenses,20-0101,No Year,No Year,20-0101 /X - Salaries and Expenses,$1.0M,$1.0M,100.0%
May,2017,Department of the Treasury,Departmental Offices,Office of Inspector General,20-0106,FY2016-FY2017,2017,20-0106 16/17 - Office of Inspector General,$0.1M,$1.0M,12.8%
May,2017,Department of the Treasury,Departmental Offices,Department-wide Systems and Capital Investments Programs,20-0115,No Year,No Year,20-0115 /X - Department-wide Systems and Capital Investments Programs,$0.5M,$1.0M,45.7%
May,2017,Department of the Treasury,Fiscal Service,Payment of Government Losses in Shipment,20-1710,No Year,No Year,20-1710 /X - Payment of Government Losses in Shipment,$0.6M,$1.0M,59.9%
May,2017,Department of the Treasury,Internal Revenue Service,Operations Support,20-0919,FY2015-FY2017,2017,20-0919 15/17 - Operations Support,$0.4M,$1.0M,37.4%
May,2017,Department of the Treasury,Internal Revenue Service,Operations Support,20-0919,FY2016-FY2018,2018,20-0919 16/18 - Operations Support,$1.0M,$1.0M,100.0%
May,2017,Department of the Treasury,Departmental Offices,"Troubled Asset Relief Program, Home Affordable Modification Prog",20-0136,No Year,No Year,"20-0136 /X - Troubled Asset Relief Program, Home Affordable Modification Prog",$0.8M,$0.8M,100.0%
May,2017,Department of the Treasury,Fiscal Service,Salaries and Expenses,20-1801,No Year,No Year,20-1801 /X - Salaries and Expenses,$0.3M,$0.5M,64.0%
May,2017,Department of the Treasury,Fiscal Service,Lower Bruel Sioux Tribe Terrestrial Wildlife Habitat Restoration,20-8207,No Year,No Year,20-8207 /X - Lower Bruel Sioux Tribe Terrestrial Wildlife Habitat Restoration,$0.2M,$0.5M,42.6%
May,2017,Department of the Treasury,Fiscal Service,Esther Cattell Schmitt Gift Fund,20-8902,No Year,No Year,20-8902 /X - Esther Cattell Schmitt Gift Fund,$0.4M,$0.4M,98.1%
May,2017,Department of the Treasury,Departmental Offices,Treasury Inspector General for Tax Administration,20-0119,No Year,No Year,20-0119 /X - Treasury Inspector General for Tax Administration,$0.2M,$0.2M,99.6%
May,2017,Department of the Treasury,Departmental Offices,Office of Terrorism and Financial Intelligence,20-1804,No Year,No Year,20-1804 /X - Office of Terrorism and Financial Intelligence,$0.2M,$0.2M,100.0%
May,2017,Department of the Treasury,Departmental Offices,Violent Crime Reduction Program,20-8530,No Year,No Year,20-8530 /X - Violent Crime Reduction Program,$0.1M,$0.1M,100.0%
May,2017,Department of the Treasury,Internal Revenue Service,Payment in Lieu of Tax Credit for Therapeutic Discovery Projects,20-0952,No Year,No Year,20-0952 /X - Payment in Lieu of Tax Credit for Therapeutic Discovery Projects,$0.0M,$0.0M,96.5%
May,2017,Department of the Treasury,Internal Revenue Service,Special Compliance Personnel Program,20-5622,No Year,No Year,20-5622 /X - Special Compliance Personnel Program,$0.0M,$0.0M,100.0%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Hazardous Substance Superfund,68-68-8145,No Year,No Year,68-68-8145 /X - Hazardous Substance Superfund,"$3,905.6M","$4,678.5M",83.5%
May,2017,Environmental Protection Agency,Environmental Protection Agency,State and Tribal Assistance Grants,68-0103,No Year,No Year,68-0103 /X - State and Tribal Assistance Grants,"$3,341.2M","$3,870.1M",86.3%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Environmental Programs and Management,68-0108,FY2017-FY2018,2018,68-0108 17/18 - Environmental Programs and Management,"$1,436.2M","$2,695.8M",53.3%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Science and Technology,68-0107,FY2017-FY2018,2018,68-0107 17/18 - Science and Technology,$377.9M,$739.6M,51.1%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Environmental Programs and Management,68-0108,FY2016-FY2017,2017,68-0108 16/17 - Environmental Programs and Management,$129.0M,$359.2M,35.9%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Working Capital Fund,68-4565,No Year,No Year,68-4565 /X - Working Capital Fund,$189.5M,$315.4M,60.1%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Science and Technology,68-0107,FY2016-FY2017,2017,68-0107 16/17 - Science and Technology,$24.8M,$160.5M,15.4%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Leaking Underground Storage Tank Trust Fund,68-68-8153,No Year,No Year,68-68-8153 /X - Leaking Underground Storage Tank Trust Fund,$45.8M,$159.1M,28.8%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Buildings and Facilities,68-0110,No Year,No Year,68-0110 /X - Buildings and Facilities,$54.6M,$60.9M,89.8%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Inland Oil Spill Programs,68-8221,No Year,No Year,68-8221 /X - Inland Oil Spill Programs,$43.4M,$60.9M,71.3%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Reregistration and Expedited Processing Revolving Fund,68-4310,No Year,No Year,68-4310 /X - Reregistration and Expedited Processing Revolving Fund,$43.4M,$55.9M,77.7%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Office of Inspector General,68-0112,FY2017-FY2018,2018,68-0112 17/18 - Office of Inspector General,$22.0M,$48.7M,45.2%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Pesticide Registration Fund,68-5374,No Year,No Year,68-5374 /X - Pesticide Registration Fund,$20.3M,$29.1M,69.6%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Water Infrastructure Finance And Innovation Progam Account,68-0254,No Year,No Year,68-0254 /X - Water Infrastructure Finance And Innovation Progam Account,$27.5M,$28.0M,98.1%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Hazardous Substance Superfund,68-8145,FY2017-FY2018,2018,68-8145 17/18 - Hazardous Substance Superfund,$2.9M,$19.4M,15.0%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Environmental Programs and Management,68-0108,No Year,No Year,68-0108 /X - Environmental Programs and Management,$3.3M,$5.1M,65.4%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Damage Assessment and Restoration Revolving Fund,68-4365,No Year,No Year,68-4365 /X - Damage Assessment and Restoration Revolving Fund,$3.9M,$4.8M,81.9%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Office of Inspector General,68-0112,FY2016-FY2017,2017,68-0112 16/17 - Office of Inspector General,$0.6M,$3.8M,15.4%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Hazardous Waste Electronic Manifest System Fund,68-4330,FY2017-FY2019,2019,68-4330 17/19 - Hazardous Waste Electronic Manifest System Fund,$2.4M,$3.2M,74.4%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Hazardous Waste Electronic Manifest System Fund,68-4330,FY2016-FY2018,2018,68-4330 16/18 - Hazardous Waste Electronic Manifest System Fund,$2.0M,$2.7M,74.1%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Hazardous Waste Electronic Manifest System Fund,68-4330,FY2015-FY2017,2017,68-4330 15/17 - Hazardous Waste Electronic Manifest System Fund,$0.6M,$2.2M,29.2%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Water Infrastructure Finance And Innovation Progam Account,68-0254,FY2017-FY2018,2018,68-0254 17/18 - Water Infrastructure Finance And Innovation Progam Account,$2.0M,$2.0M,100.0%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Hazardous Substance Superfund,75-68-8145,No Year,No Year,75-68-8145 /X - Hazardous Substance Superfund,$0.4M,$0.4M,100.0%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Science and Technology,68-0107,No Year,No Year,68-0107 /X - Science and Technology,$0.1M,$0.1M,100.0%
May,2017,Environmental Protection Agency,Environmental Protection Agency,Energy Research and Development,68-0109,No Year,No Year,68-0109 /X - Energy Research and Development,$0.0M,$0.0M,100.0%
May,2017,Executive Office of the President,Office of Administration,Executive Office of the President,11-0038,FY2017,2017,11-0038 /17 - Executive Office of the President,$41.8M,$100.4M,41.7%
May,2017,Executive Office of the President,Office of Management and Budget,Office of Management and Budget,11-0300,FY2017,2017,11-0300 /17 - Office of Management and Budget,$37.1M,$95.3M,38.9%
May,2017,Executive Office of the President,Office of the United States Trade Representative,Salaries and Expenses,11-0400,FY2017,2017,11-0400 /17 - Salaries and Expenses,$26.7M,$61.6M,43.4%
May,2017,Executive Office of the President,The White House,Executive Office of the President,11-0110,FY2017,2017,11-0110 /17 - Executive Office of the President,$19.7M,$56.1M,35.1%
May,2017,Executive Office of the President,Unanticipated Needs,Information Technology Oversight and Reform,11-0036,No Year,No Year,11-0036 /X - Information Technology Oversight and Reform,$27.5M,$46.3M,59.3%
May,2017,Executive Office of the President,Unanticipated Needs,Spectrum Relocation Fund,11-5512,No Year,No Year,11-5512 /X - Spectrum Relocation Fund,$0.0M,$20.5M,0.0%
May,2017,Executive Office of the President,Office of National Drug Control Policy,Office of National Drug Control Policy,11-1457,FY2017,2017,11-1457 /17 - Office of National Drug Control Policy,$7.5M,$19.3M,39.0%
May,2017,Executive Office of the President,Executive Residence at the White House,"Operating Expenses, Executive Residence at the White House",11-0210,FY2017,2017,"11-0210 /17 - Operating Expenses, Executive Residence at the White House",$6.0M,$17.0M,35.0%
May,2017,Executive Office of the President,National Security Council and Homeland Security Council,Salaries and Expenses,11-2000,FY2017,2017,11-2000 /17 - Salaries and Expenses,$4.9M,$12.7M,38.6%
May,2017,Executive Office of the President,Office of Administration,Presidential transition administrative support,11-0108,FY2017,2017,11-0108 /17 - Presidential transition administrative support,$1.8M,$7.6M,24.0%
May,2017,Executive Office of the President,Executive Residence at the White House,White House Repair and Restoration,11-0109,No Year,No Year,11-0109 /X - White House Repair and Restoration,$6.5M,$7.5M,86.3%
May,2017,Executive Office of the President,Office of Administration,Executive Office of the President,11-0038,No Year,No Year,11-0038 /X - Executive Office of the President,$4.3M,$5.7M,75.0%
May,2017,Executive Office of the President,Office of Science and Technology Policy,Office of Science and Technology Policy,11-2600,FY2017,2017,11-2600 /17 - Office of Science and Technology Policy,$2.9M,$5.6M,51.4%
May,2017,Executive Office of the President,Office of Administration,Executive Office of the President,11-0038,FY2017-FY2018,2018,11-0038 17/18 - Executive Office of the President,$4.9M,$4.9M,100.0%
May,2017,Executive Office of the President,Special Assistance to the President and the Official Residence,Special Assistance to the President and the Official Residence O,11-1454,FY2017,2017,11-1454 /17 - Special Assistance to the President and the Official Residence O,$2.0M,$4.5M,43.8%
May,2017,Executive Office of the President,Council of Economic Advisers,Salaries and Expenses,11-1900,FY2017,2017,11-1900 /17 - Salaries and Expenses,$2.2M,$4.2M,52.8%
May,2017,Executive Office of the President,Office of the United States Trade Representative,Salaries and Expenses,11-0400,No Year,No Year,11-0400 /X - Salaries and Expenses,$2.9M,$3.1M,92.2%
May,2017,Executive Office of the President,Council on Environmental Quality and Office of Environmental Qua,Council on Environmental Quality and Office of Environmental Qua,11-1453,FY2017,2017,11-1453 /17 - Council on Environmental Quality and Office of Environmental Qua,$1.5M,$3.0M,50.7%
May,2017,Executive Office of the President,Office of National Drug Control Policy,Office of National Drug Control Policy,11-1457,No Year,No Year,11-1457 /X - Office of National Drug Control Policy,$0.4M,$0.8M,50.3%
May,2017,Executive Office of the President,Unanticipated Needs,Data-Driven Innovation,11-0030,No Year,No Year,11-0030 /X - Data-Driven Innovation,$0.8M,$0.8M,97.3%
May,2017,Executive Office of the President,Unanticipated Needs,Unanticipated Needs,11-0037,FY2016-FY2017,2017,11-0037 16/17 - Unanticipated Needs,$0.8M,$0.8M,100.0%
May,2017,Executive Office of the President,Unanticipated Needs,Unanticipated Needs,11-0037,FY2017-FY2018,2018,11-0037 17/18 - Unanticipated Needs,$0.8M,$0.8M,100.0%
May,2017,Executive Office of the President,The White House,Compensation of the President,11-0001,FY2017,2017,11-0001 /17 - Compensation of the President,$0.2M,$0.5M,39.6%
May,2017,Executive Office of the President,National Security Council and Homeland Security Council,Salaries and Expenses,11-2000,No Year,No Year,11-2000 /X - Salaries and Expenses,$0.0M,$0.4M,0.0%
May,2017,Executive Office of the President,Special Assistance to the President and the Official Residence,Special Assistance to the President and the Official Residence O,11-0211,FY2017,2017,11-0211 /17 - Special Assistance to the President and the Official Residence O,$0.2M,$0.3M,63.7%
May,2017,Executive Office of the President,Council on Environmental Quality and Office of Environmental Qua,"Management Fund, Office of Environmental Quality",11-3963,No Year,No Year,"11-3963 /X - Management Fund, Office of Environmental Quality",$0.1M,$0.1M,73.3%
May,2017,Executive Office of the President,Executive Residence at the White House,Reimbursable Expenses,11-4263,No Year,No Year,11-4263 /X - Reimbursable Expenses,$0.1M,$0.1M,100.0%
May,2017,Executive Office of the President,Office of National Drug Control Policy,Office of National Drug Control Policy,11-8240,No Year,No Year,11-8240 /X - Office of National Drug Control Policy,$0.1M,$0.1M,95.4%
May,2017,Executive Office of the President,Unanticipated Needs,Data-Driven Innovation,47-11-0030,No Year,No Year,47-11-0030 /X - Data-Driven Innovation,$0.1M,$0.1M,100.0%
May,2017,Executive Office of the President,Unanticipated Needs,Information Technology Oversight and Reform,47-11-0036,No Year,No Year,47-11-0036 /X - Information Technology Oversight and Reform,$0.0M,$0.0M,100.0%
May,2017,General Services Administration,Real Property Activities,Federal Buildings Fund,47-4542,No Year,No Year,47-4542 /X - Federal Buildings Fund,"$9,159.1M","$16,741.6M",54.7%
May,2017,General Services Administration,Supply and Technology Activities,Acquisition Services Fund,47-4534,No Year,No Year,47-4534 /X - Acquisition Services Fund,"$4,977.2M","$12,574.7M",39.6%
May,2017,General Services Administration,General Activities,Working Capital Fund,47-4540,No Year,No Year,47-4540 /X - Working Capital Fund,$291.1M,$779.5M,37.3%
May,2017,General Services Administration,General Activities,Federal Citizen Services Fund,47-4549,No Year,No Year,47-4549 /X - Federal Citizen Services Fund,$45.7M,$84.1M,54.4%
May,2017,General Services Administration,General Activities,Operating Expenses,47-0110,FY2017,2017,47-0110 /17 - Operating Expenses,$38.1M,$76.7M,49.6%
May,2017,General Services Administration,General Activities,Office of Inspector General,47-0108,FY2017,2017,47-0108 /17 - Office of Inspector General,$24.8M,$65.6M,37.8%
May,2017,General Services Administration,General Activities,Government-wide Policy,47-0401,FY2017,2017,47-0401 /17 - Government-wide Policy,$30.5M,$65.4M,46.7%
May,2017,General Services Administration,General Activities,Government-wide Policy,47-0401,FY2016-FY2017,2017,47-0401 16/17 - Government-wide Policy,$12.6M,$20.6M,60.9%
May,2017,General Services Administration,Supply and Technology Activities,Expenses of Transportation Audit Contracts and Contract Administ,47-5250,FY2017,2017,47-5250 /17 - Expenses of Transportation Audit Contracts and Contract Administ,$3.0M,$12.5M,23.8%
May,2017,General Services Administration,Real Property Activities,Real Property Relocation,47-0535,No Year,No Year,47-0535 /X - Real Property Relocation,$11.4M,$11.4M,100.0%
May,2017,General Services Administration,General Activities,"Expenses, Presidential Transition",47-0107,FY2017,2017,"47-0107 /17 - Expenses, Presidential Transition",$5.1M,$10.0M,50.5%
May,2017,General Services Administration,General Activities,Pre-Election Presidential Transition,47-0603,FY2016-FY2017,2017,47-0603 16/17 - Pre-Election Presidential Transition,$5.5M,$9.6M,57.5%
May,2017,General Services Administration,General Activities,Acquisition Workforce Training Fund,47-5381,FY2016-FY2018,2018,47-5381 16/18 - Acquisition Workforce Training Fund,$6.5M,$8.9M,72.7%
May,2017,General Services Administration,General Activities,Acquisition Workforce Training Fund,47-5381,FY2017-FY2019,2019,47-5381 17/19 - Acquisition Workforce Training Fund,$8.8M,$8.8M,100.0%
May,2017,General Services Administration,Real Property Activities,Disposal of Surplus Real and Related Personal Property,47-5254,FY2017,2017,47-5254 /17 - Disposal of Surplus Real and Related Personal Property,$7.7M,$8.4M,91.0%
May,2017,General Services Administration,General Activities,Acquisition Workforce Training Fund,47-5381,FY2015-FY2017,2017,47-5381 15/17 - Acquisition Workforce Training Fund,$1.9M,$7.2M,26.2%
May,2017,General Services Administration,General Activities,Office of Inspector General,47-0108,No Year,No Year,47-0108 /X - Office of Inspector General,$6.0M,$6.0M,100.0%
May,2017,General Services Administration,General Activities,Allowances and Office Staff for Former Presidents,47-0105,FY2017,2017,47-0105 /17 - Allowances and Office Staff for Former Presidents,$1.7M,$3.9M,44.3%
May,2017,General Services Administration,Real Property Activities,Federal Buildings Fund,13-47-4542,No Year,No Year,13-47-4542 /X - Federal Buildings Fund,$1.2M,$1.2M,100.0%
May,2017,General Services Administration,General Activities,Government-wide Policy,47-0401,FY2017-FY2018,2018,47-0401 17/18 - Government-wide Policy,$1.0M,$1.0M,100.0%
May,2017,General Services Administration,General Activities,Operating Expenses,47-0110,No Year,No Year,47-0110 /X - Operating Expenses,$0.8M,$0.8M,100.0%
May,2017,General Services Administration,Real Property Activities,Unconditional Gift Fund,47-8198,No Year,No Year,47-8198 /X - Unconditional Gift Fund,$0.3M,$0.3M,100.0%
May,2017,General Services Administration,General Activities,Electronic Government (E-GOV) Fund,47-0600,No Year,No Year,47-0600 /X - Electronic Government (E-GOV) Fund,$0.2M,$0.2M,100.0%
May,2017,International Assistance Programs,Military Sales Program,Foreign Military Sales Trust Fund,11-8242,No Year,No Year,11-8242 /X - Foreign Military Sales Trust Fund,"$1,095.0M","$16,831.8M",6.5%
May,2017,International Assistance Programs,Multilateral Assistance,Contribution to the Intl Bank for Reconstruction and Development,11-0077,No Year,No Year,11-0077 /X - Contribution to the Intl Bank for Reconstruction and Development,"$7,768.7M","$7,774.7M",99.9%
May,2017,International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Noncredit Account,71-4184,No Year,No Year,71-4184 /X - Overseas Private Investment Corporation Noncredit Account,"$5,693.8M","$5,739.0M",99.2%
May,2017,International Assistance Programs,Agency for International Development,International Disaster Assistance,72-1035,No Year,No Year,72-1035 /X - International Disaster Assistance,"$4,377.0M","$5,562.3M",78.7%
May,2017,International Assistance Programs,International Security Assistance,Economic Support Fund,72-1037,FY2017-FY2018,2018,72-1037 17/18 - Economic Support Fund,"$4,257.9M","$4,289.2M",99.3%
May,2017,International Assistance Programs,Multilateral Assistance,Contribution to the Inter-American Development Bank,11-0072,No Year,No Year,11-0072 /X - Contribution to the Inter-American Development Bank,"$3,838.1M","$3,860.1M",99.4%
May,2017,International Assistance Programs,Millennium Challenge Corporation,Millennium Challenge Corporation,95-2750,No Year,No Year,95-2750 /X - Millennium Challenge Corporation,"$3,163.3M","$3,247.7M",97.4%
May,2017,International Assistance Programs,International Security Assistance,Foreign Military Financing Program,97-11-1082,FY2017,2017,97-11-1082 /17 - Foreign Military Financing Program,$-823.5M,"$3,137.9M",-26.2%
May,2017,International Assistance Programs,International Security Assistance,Economic Support Fund,72-1037,FY2016-FY2017,2017,72-1037 16/17 - Economic Support Fund,"$1,325.4M","$3,000.6M",44.2%
May,2017,International Assistance Programs,Agency for International Development,Development Assistance,72-1021,FY2017-FY2018,2018,72-1021 17/18 - Development Assistance,"$2,994.2M","$2,995.5M",100.0%
May,2017,International Assistance Programs,International Security Assistance,Foreign Military Financing Direct Loan Financing Account,11-4122,No Year,No Year,11-4122 /X - Foreign Military Financing Direct Loan Financing Account,$0.0M,"$2,530.0M",0.0%
May,2017,International Assistance Programs,Agency for International Development,Development Assistance,72-1021,FY2016-FY2017,2017,72-1021 16/17 - Development Assistance,$701.5M,"$2,485.1M",28.2%
May,2017,International Assistance Programs,International Security Assistance,Foreign Military Financing Program,11-1082,FY2017,2017,11-1082 /17 - Foreign Military Financing Program,"$1,645.6M","$1,645.6M",100.0%
May,2017,International Assistance Programs,International Security Assistance,Foreign Military Financing Program,11-1082,FY2017-FY2018,2018,11-1082 17/18 - Foreign Military Financing Program,"$1,525.8M","$1,525.8M",100.0%
May,2017,International Assistance Programs,Agency for International Development,Loan Guarantees to Israel Financing Account,72-4119,No Year,No Year,72-4119 /X - Loan Guarantees to Israel Financing Account,"$1,332.4M","$1,332.4M",100.0%
May,2017,International Assistance Programs,Agency for International Development,Operating Expenses,72-1000,FY2017,2017,72-1000 /17 - Operating Expenses,$685.5M,"$1,247.3M",55.0%
May,2017,International Assistance Programs,Agency for International Development,HIV/AIDS Working Capital Fund,72-1033,No Year,No Year,72-1033 /X - HIV/AIDS Working Capital Fund,$335.5M,"$1,064.0M",31.5%
May,2017,International Assistance Programs,Agency for International Development,Ukraine Loan Guarantees Financing Account,72-4345,No Year,No Year,72-4345 /X - Ukraine Loan Guarantees Financing Account,$990.0M,$990.0M,100.0%
May,2017,International Assistance Programs,Agency for International Development,"Assistance for Europe, Eurasia and Central Asia",72-0306,FY2017-FY2018,2018,"72-0306 17/18 - Assistance for Europe, Eurasia and Central Asia",$887.2M,$889.6M,99.7%
May,2017,International Assistance Programs,Multilateral Assistance,Contribution to the International Development Association,11-0073,No Year,No Year,11-0073 /X - Contribution to the International Development Association,$121.3M,$808.2M,15.0%
May,2017,International Assistance Programs,International Security Assistance,Economic Support Fund,19-72-1037,FY2016-FY2017,2017,19-72-1037 16/17 - Economic Support Fund,$225.3M,$808.0M,27.9%
May,2017,International Assistance Programs,Multilateral Assistance,Contribution to the Asian Development Bank,11-0076,No Year,No Year,11-0076 /X - Contribution to the Asian Development Bank,$751.4M,$751.4M,100.0%
May,2017,International Assistance Programs,International Security Assistance,Foreign Military Financing Program,97-11-1082,FY2016-FY2017,2017,97-11-1082 16/17 - Foreign Military Financing Program,$741.9M,$741.9M,100.0%
May,2017,International Assistance Programs,Agency for International Development,MENA Loan Guarantee Financing Account,72-4493,No Year,No Year,72-4493 /X - MENA Loan Guarantee Financing Account,$739.8M,$739.8M,100.0%
May,2017,International Assistance Programs,International Security Assistance,"Nonproliferation, Anti-terrorism, Demining and Related Programs",19-11-1075,FY2016-FY2017,2017,"19-11-1075 16/17 - Nonproliferation, Anti-terrorism, Demining and Related Programs",$525.8M,$716.5M,73.4%
May,2017,International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Direct Loan Financing Ac,71-4074,No Year,No Year,71-4074 /X - Overseas Private Investment Corporation Direct Loan Financing Ac,$267.0M,$673.6M,39.6%
May,2017,International Assistance Programs,International Security Assistance,"Nonproliferation, Anti-terrorism, Demining and Related Programs",19-11-1075,FY2017-FY2018,2018,"19-11-1075 17/18 - Nonproliferation, Anti-terrorism, Demining and Related Programs",$565.8M,$660.4M,85.7%
May,2017,International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Guaranteed Loan Financin,71-4075,No Year,No Year,71-4075 /X - Overseas Private Investment Corporation Guaranteed Loan Financin,$463.1M,$655.5M,70.7%
May,2017,International Assistance Programs,International Security Assistance,Foreign Military Financing Program,11-1082,FY2016-FY2017,2017,11-1082 16/17 - Foreign Military Financing Program,$489.9M,$489.9M,100.0%
May,2017,International Assistance Programs,Peace Corps,Peace Corps,11-0100,FY2017-FY2018,2018,11-0100 17/18 - Peace Corps,$202.9M,$421.0M,48.2%
May,2017,International Assistance Programs,Agency for International Development,Debt Reduction Financing Account,72-4137,No Year,No Year,72-4137 /X - Debt Reduction Financing Account,$418.1M,$418.1M,100.0%
May,2017,International Assistance Programs,Agency for International Development,"Assistance for Europe, Eurasia and Central Asia",72-0306,FY2016-FY2017,2017,"72-0306 16/17 - Assistance for Europe, Eurasia and Central Asia",$177.0M,$407.2M,43.5%
May,2017,International Assistance Programs,International Security Assistance,Peacekeeping Operations,11-1032,FY2017-FY2018,2018,11-1032 17/18 - Peacekeeping Operations,$376.7M,$376.7M,100.0%
May,2017,International Assistance Programs,International Security Assistance,"Nonproliferation, Anti-terrorism, Demining and Related Programs",11-1075,FY2017-FY2018,2018,"11-1075 17/18 - Nonproliferation, Anti-terrorism, Demining and Related Programs",$351.0M,$351.0M,100.0%
May,2017,International Assistance Programs,International Security Assistance,"Nonproliferation, Anti-terrorism, Demining and Related Programs",19-11-1075,No Year,No Year,"19-11-1075 /X - Nonproliferation, Anti-terrorism, Demining and Related Programs",$266.4M,$314.0M,84.8%
May,2017,International Assistance Programs,Agency for International Development,MENA Loan Guarantee Program Account,72-0409,FY2017-FY2018,2018,72-0409 17/18 - MENA Loan Guarantee Program Account,$0.0M,$255.3M,0.0%
May,2017,International Assistance Programs,Military Sales Program,Special Defense Acquisition Fund,97-11-4116,FY2016-FY2018,2018,97-11-4116 16/18 - Special Defense Acquisition Fund,$236.5M,$242.6M,97.5%
May,2017,International Assistance Programs,International Security Assistance,Peacekeeping Operations,19-11-1032,FY2016-FY2017,2017,19-11-1032 16/17 - Peacekeeping Operations,$127.9M,$229.5M,55.8%
May,2017,International Assistance Programs,Agency for International Development,Capital Investment Fund,72-0300,No Year,No Year,72-0300 /X - Capital Investment Fund,$209.2M,$213.5M,98.0%
May,2017,International Assistance Programs,Agency for International Development,Economic Assistance Loans Liquidating Account,72-4103,No Year,No Year,72-4103 /X - Economic Assistance Loans Liquidating Account,$193.3M,$197.2M,98.0%
May,2017,International Assistance Programs,Military Sales Program,Special Defense Acquisition Fund,11-4116,No Year,No Year,11-4116 /X - Special Defense Acquisition Fund,$186.5M,$186.5M,100.0%
May,2017,International Assistance Programs,Agency for International Development,"Assistance for Europe, Eurasia and Central Asia",19-72-0306,FY2016-FY2017,2017,"19-72-0306 16/17 - Assistance for Europe, Eurasia and Central Asia",$98.6M,$185.4M,53.2%
May,2017,International Assistance Programs,Agency for International Development,Operating Expenses,72-1000,FY2017-FY2018,2018,72-1000 17/18 - Operating Expenses,$111.6M,$157.1M,71.0%
May,2017,International Assistance Programs,International Security Assistance,Peacekeeping Operations,19-11-1032,FY2017-FY2018,2018,19-11-1032 17/18 - Peacekeeping Operations,$64.2M,$150.3M,42.7%
May,2017,International Assistance Programs,International Security Assistance,Economic Support Fund,72-1037,No Year,No Year,72-1037 /X - Economic Support Fund,$140.2M,$144.3M,97.1%
May,2017,International Assistance Programs,International Security Assistance,Economic Support Fund,19-72-1037,FY2017-FY2018,2018,19-72-1037 17/18 - Economic Support Fund,$106.3M,$138.9M,76.6%
May,2017,International Assistance Programs,Agency for International Development,Transition Initiatives,72-1027,No Year,No Year,72-1027 /X - Transition Initiatives,$88.2M,$133.5M,66.1%
